"","s_5","dir_a_mpsh_5","gameId","displayName","bc_id","playId","qgam_pred","diff_a"
"1",10.7672727272727,3.02544686437589,2022091100,"Mark Ingram",37101,741,6.5094512677417,3.48400440336581
"2",10.9513636363636,1.85993400133606,2022091100,"Mark Ingram",37101,741,6.39338890060157,4.53345489926551
"3",11.0495454545455,0.991716818243892,2022091100,"Mark Ingram",37101,741,6.33080071835416,5.33908390011027
"4",11.0781818181818,0.31525332064287,2022091100,"Mark Ingram",37101,741,6.31246447517516,5.99721115453229
"5",5.18727272727273,1.1246926322472,2022091100,"Mark Ingram",37101,741,7.18441238581052,6.05971975356331
"6",5.36318181818182,1.83773602479684,2022091100,"Mark Ingram",37101,741,7.26201653701199,5.42428051221515
"7",5.60045454545455,2.45573105389252,2022091100,"Mark Ingram",37101,741,7.36498270234863,4.90925164845611
"8",5.86636363636364,2.73634875567464,2022091100,"Mark Ingram",37101,741,7.47546158376107,4.73911282808643
"9",6.15681818181818,2.95685132262946,2022091100,"Mark Ingram",37101,741,7.58655958527696,4.6297082626475
"10",6.45545454545455,3.02215384565756,2022091100,"Mark Ingram",37101,741,7.686085546471,4.66393170081344
"11",6.75,2.96219801233684,2022091100,"Mark Ingram",37101,741,7.76526092958389,4.80306291724705
"12",6.97090909090909,2.21707559685454,2022091100,"Mark Ingram",37101,741,7.80963434826835,5.59255875141382
"13",7.10590909090909,1.35227566054841,2022091100,"Mark Ingram",37101,741,7.82953071683123,6.47725505628282
"14",9.84272727272727,4.15511841747516,2022091100,"Mark Ingram",37101,762,7.0572129627597,2.90209454528455
"15",10.2436363636364,4.04180273879784,2022091100,"Mark Ingram",37101,762,6.82804497370404,2.7862422349062
"16",10.6322727272727,3.90346224463068,2022091100,"Mark Ingram",37101,762,6.59335329750793,2.68989105287725
"17",10.9881818181818,3.57146606164469,2022091100,"Mark Ingram",37101,762,6.36997053623082,2.79850447458613
"18",11.2786363636364,2.92104085015558,2022091100,"Mark Ingram",37101,762,6.18319955208699,3.26215870193141
"19",11.4095454545455,1.33463483279366,2022091100,"Mark Ingram",37101,762,6.0980430379599,4.76340820516624
"20",12.8454545454545,3.69602620370476,2022091100,"Mark Ingram",37101,2183,5.15034705870739,1.45432085500264
"21",13.1318181818182,2.91228726079025,2022091100,"Mark Ingram",37101,2183,4.9604221800795,2.04813491928925
"22",13.3936363636364,2.69543004569301,2022091100,"Mark Ingram",37101,2183,4.78662778993997,2.09119774424696
"23",13.5981818181818,2.12038208967257,2022091100,"Mark Ingram",37101,2183,4.65076943649894,2.53038734682637
"24",13.7536363636364,1.66643443126523,2022091100,"Mark Ingram",37101,2183,4.54747771748324,2.881043286218
"25",13.86,1.19678964873894,2022091100,"Mark Ingram",37101,2183,4.47678799295612,3.27999834421718
"26",13.9336363636364,0.891344614759196,2022091100,"Mark Ingram",37101,2183,4.42784220433359,3.53649758957439
"27",13.9295454545455,0.0852156139381846,2022091100,"Mark Ingram",37101,2183,4.43056154753758,4.34534593359939
"28",9.95318181818182,0.706266583339614,2022091100,"Mark Ingram",37101,2183,6.99555625126858,6.28928966792896
"29",10.0840909090909,1.40627790901774,2022091100,"Mark Ingram",37101,2183,6.92098320459872,5.51470529558098
"30",10.2272727272727,1.48743981117942,2022091100,"Mark Ingram",37101,2183,6.83767584253111,5.35023603135169
"31",10.3663636363636,1.41063721433767,2022091100,"Mark Ingram",37101,2183,6.75513173404712,5.34449451970945
"32",10.4645454545455,1.00256738345292,2022091100,"Mark Ingram",37101,2183,6.6959752031616,5.69340781970869
"33",11.4381818181818,2.40503035936004,2022091100,"Mark Ingram",37101,2741,6.07935012185793,3.67431976249789
"34",11.4381818181818,0.0568310236204038,2022091100,"Mark Ingram",37101,2741,6.07935012185793,6.02251909823752
"35",1.34590909090909,1.12094399536389,2022091100,"Mark Ingram",37101,2741,5.48835422990982,4.36741023454593
"36",1.49727272727273,2.6174665457176,2022091100,"Mark Ingram",37101,2741,5.55523196137404,2.93776541565644
"37",1.63227272727273,1.9797482427247,2022091100,"Mark Ingram",37101,2741,5.61487440979274,3.63512616706805
"38",1.71409090909091,1.14036195578872,2022091100,"Mark Ingram",37101,2741,5.6510188375205,4.51065688173178
"39",1.72636363636364,0.988966253106964,2022091100,"Mark Ingram",37101,2741,5.6564403342801,4.66747408117313
"40",1.83272727272727,2.45328140796393,2022091100,"Mark Ingram",37101,2741,5.70342477233705,3.25014336437312
"41",1.95136363636364,2.62256750481325,2022091100,"Mark Ingram",37101,2741,5.75582644690838,3.13325894209514
"42",2.12727272727273,3.08667449076,2022091100,"Mark Ingram",37101,2741,5.83351731892239,2.74684282816239
"43",2.23363636363636,2.37359887129867,2022091100,"Mark Ingram",37101,2741,5.88048828460508,3.50688941330641
"44",2.27454545454546,1.06602273824206,2022091100,"Mark Ingram",37101,2741,5.89855302607265,4.8325302878306
"45",12.1663636363636,3.72602094149909,2022091804,"Mark Ingram",37101,80,5.59986563739039,1.8738446958913
"46",12.4772727272727,3.22101506360256,2022091804,"Mark Ingram",37101,80,5.39423283241169,2.17321776880912
"47",12.7840909090909,3.19314436489367,2022091804,"Mark Ingram",37101,80,5.19101997419514,1.99787560930147
"48",13.0459090909091,2.73003387852069,2022091804,"Mark Ingram",37101,80,5.0174189474459,2.28738506892521
"49",13.2913636363636,2.54449050878769,2022091804,"Mark Ingram",37101,80,4.85453137548324,2.31004086669555
"50",13.4918181818182,2.07759082917389,2022091804,"Mark Ingram",37101,80,4.72142378963749,2.6438329604636
"51",13.5981818181818,1.10811007783924,2022091804,"Mark Ingram",37101,80,4.65076943649894,3.5426593586597
"52",8.13272727272727,0.658688355112001,2022091804,"Mark Ingram",37101,80,7.7727257123614,7.11403735724939
"53",8.25545454545454,1.25697794551635,2022091804,"Mark Ingram",37101,80,7.74279240739236,6.48581446187602
"54",8.43136363636363,1.78366924680814,2022091804,"Mark Ingram",37101,80,7.69261428817164,5.9089450413635
"55",8.5540909090909,1.24644373940256,2022091804,"Mark Ingram",37101,80,7.65284385044488,6.40640011104231
"56",8.63999999999999,0.873402753628646,2022091804,"Mark Ingram",37101,80,7.62281486602168,6.74941211239303
"57",5.31,0.634032519162341,2022091804,"Mark Ingram",37101,80,7.2386147474175,6.60458222825516
"58",5.38772727272727,1.1106793553898,2022091804,"Mark Ingram",37101,80,7.27278897933337,6.16210962394358
"59",9.43363636363636,7.70302142192361,2022091804,"Mark Ingram",37101,112,7.27427266647722,-0.42874875544639
"60",10.1209090909091,6.88242606788968,2022091804,"Mark Ingram",37101,112,6.89973011170717,0.017304043817493
"61",10.7795454545455,6.58994774684429,2022091804,"Mark Ingram",37101,112,6.50177059669941,-0.0881771501448796
"62",11.3809090909091,6.01529832300767,2022091804,"Mark Ingram",37101,112,6.1167139582617,0.101415635254029
"63",11.9454545454545,5.64644327599384,2022091804,"Mark Ingram",37101,112,5.74577214958097,0.0993288735871296
"64",12.4609090909091,5.15610480436373,2022091804,"Mark Ingram",37101,112,5.40506325588513,0.248958451521402
"65",12.9395454545455,4.7878389045019,2022091804,"Mark Ingram",37101,112,5.08796391570623,0.300125011204329
"66",13.3813636363636,4.42007462679302,2022091804,"Mark Ingram",37101,112,4.79477717906229,0.374702552269278
"67",13.77,3.88853795477233,2022091804,"Mark Ingram",37101,112,4.53660318350166,0.648065228729328
"68",14.0727272727273,3.0341934212982,2022091804,"Mark Ingram",37101,112,4.33537627152057,1.30118285022237
"69",14.2772727272727,2.06136440736111,2022091804,"Mark Ingram",37101,112,4.19937321251883,2.13800880515772
"70",14.3468181818182,0.756925632999779,2022091804,"Mark Ingram",37101,112,4.1531267155706,3.39620108257082
"71",12.9477272727273,0.838880335593623,2022091804,"Mark Ingram",37101,112,5.08253829767782,4.24365796208419
"72",13.0254545454545,1.51294638280756,2022091804,"Mark Ingram",37101,112,5.03098726249651,3.51804087968895
"73",13.1686363636364,2.07435052124652,2022091804,"Mark Ingram",37101,112,4.93599028289556,2.86163976164903
"74",13.3363636363636,2.22358811347691,2022091804,"Mark Ingram",37101,112,4.82465606328865,2.60106794981174
"75",13.4795454545455,1.85147437660703,2022091804,"Mark Ingram",37101,112,4.72957512862974,2.87810075202271
"76",13.5695454545455,1.22923534799212,2022091804,"Mark Ingram",37101,112,4.66979337456068,3.44055802656856
