"","s_5","dir_a_mpsh_5","gameId","displayName","bc_id","playId","frame_group","qgam_pred","diff_a"
"1",10.7672727272727,3.02544686437589,2022091100,"Mark Ingram",37101,741,1,6.80370141374413,3.77825454936824
"2",5.60045454545455,2.45573105389252,2022091100,"Mark Ingram",37101,741,6,8.4491930435073,5.99346198961478
"3",6.97090909090909,2.21707559685454,2022091100,"Mark Ingram",37101,741,7,8.50144403132767,6.28436843447313
"4",9.84272727272727,4.15511841747516,2022091100,"Mark Ingram",37101,762,1,7.29969699216096,3.1445785746858
"5",11.4095454545455,1.33463483279366,2022091100,"Mark Ingram",37101,762,2,6.45912528803044,5.12449045523679
"6",12.8454545454545,3.69602620370476,2022091100,"Mark Ingram",37101,2183,1,5.68875907641075,1.99273287270599
"7",13.86,1.19678964873894,2022091100,"Mark Ingram",37101,2183,2,5.1444561600472,3.94766651130826
"8",10.0840909090909,1.40627790901774,2022091100,"Mark Ingram",37101,2183,5,7.17021432614661,5.76393641712887
"9",11.4381818181818,2.40503035936004,2022091100,"Mark Ingram",37101,2741,1,6.44376188913822,4.03873152977818
"10",1.71409090909091,1.14036195578872,2022091100,"Mark Ingram",37101,2741,6,5.48897015125117,4.34860819546245
"11",2.23363636363636,2.37359887129867,2022091100,"Mark Ingram",37101,2741,7,5.99560636429555,3.62200749299687
"12",12.1663636363636,3.72602094149909,2022091804,"Mark Ingram",37101,80,1,6.05309158858092,2.32707064708182
"13",13.4918181818182,2.07759082917389,2022091804,"Mark Ingram",37101,80,2,5.34198532905223,3.26439449987834
"14",8.13272727272727,0.658688355112,2022091804,"Mark Ingram",37101,80,6,8.15355192605681,7.49486357094481
"15",5.31,0.63403251916234,2022091804,"Mark Ingram",37101,80,9,8.35700068738463,7.72296816822229
"16",5.66590909090909,0.924729887577088,2022091804,"Mark Ingram",37101,80,10,8.46568188038395,7.54095199280686
"17",9.43363636363636,7.70302142192361,2022091804,"Mark Ingram",37101,112,1,7.51888595135572,-0.184135470567897
"18",12.4609090909091,5.15610480436373,2022091804,"Mark Ingram",37101,112,2,5.89506776018671,0.738962955822979
"19",14.2772727272727,2.06136440736111,2022091804,"Mark Ingram",37101,112,3,4.92058987653288,2.85922546917177
"20",13.0254545454545,1.51294638280756,2022091804,"Mark Ingram",37101,112,5,5.59218912388699,4.07924274107942
"21",13.6022727272727,0.611578850117169,2022091804,"Mark Ingram",37101,112,6,5.28272656690476,4.67114771678759
"22",11.9086363636364,4.0113707358894,2022091804,"Mark Ingram",37101,197,1,6.19136256364755,2.17999182775815
"23",12.8331818181818,1.15795733748191,2022091804,"Mark Ingram",37101,197,2,5.69534339287839,4.53738605539648
"24",7.10181818181818,3.41891608620205,2022091804,"Mark Ingram",37101,197,6,8.47766969623832,5.05875361003626
"25",8.82,2.41882743756571,2022091804,"Mark Ingram",37101,678,1,7.83736145480956,5.41853401724385
"26",11.8636363636364,1.44414999500282,2022091804,"Mark Ingram",37101,699,1,6.21550512717551,4.77135513217269
"27",10.2272727272727,0.198686654418865,2022091804,"Mark Ingram",37101,699,5,7.09340149566419,6.89471484124532
"28",10.755,1.0188747999289,2022091804,"Mark Ingram",37101,699,6,6.81028559549105,5.79141079556215
"29",12.0068181818182,3.25337015083764,2022091804,"Mark Ingram",37101,985,1,6.13868789192996,2.88531774109233
"30",12.6859090909091,1.45137166280647,2022091804,"Mark Ingram",37101,985,2,5.77435520651617,4.3229835437097
"31",14.1013636363636,3.6348508303882,2022091804,"Mark Ingram",37101,985,3,5.01496486713698,1.38011403674878
"32",15.4963636363636,2.14098171433968,2022091804,"Mark Ingram",37101,985,4,4.2665495741145,2.12556785977482
"33",15.4840909090909,1.19531186975722,2022091804,"Mark Ingram",37101,985,6,4.27313387025867,3.07782200050145
